,x_extent,y_extent,z_extent,x_resolution,y_resolution,z_resolution,x_spacing,y_spacing,z_spacing,subregion_local_max,subregion_radius
0,613.78558,613.78558,1227.57116,128.0,128.0,256.0,4.79519984375,4.79519984375,4.79519984375,0.16667,6.0
